file_path,gender,age
Dataset\Adience_Dataset\Crop_Faces\5135.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5136.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5137.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5138.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5139.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5140.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5141.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5142.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5143.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5144.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5145.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5146.jpg,m,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5148.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5150.jpg,m,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5151.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces\5153.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5155.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5157.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5158.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5159.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5160.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5161.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5162.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5163.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5164.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5166.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5167.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5168.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5169.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5170.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5171.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5172.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5173.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5174.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5175.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5176.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5178.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5179.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5182.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5183.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5184.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5185.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5187.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5189.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5192.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5194.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5195.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5196.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5197.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5198.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5199.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5200.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5201.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5202.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5203.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5204.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5205.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5206.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5207.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5208.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5209.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5210.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5211.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5212.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5214.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5216.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5218.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5219.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5220.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5221.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5223.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5224.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5225.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5227.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5228.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5229.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5230.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5231.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5232.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5233.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5234.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5235.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5236.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5237.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5238.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5239.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces\5240.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5243.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5244.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5245.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5246.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5247.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5248.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5251.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5252.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5254.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5256.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5257.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5258.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces\5261.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5262.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5263.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5265.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5266.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5267.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5269.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5270.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5271.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5272.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5273.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5274.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5275.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5277.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5279.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5280.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5281.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5282.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5283.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5284.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5287.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5290.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5291.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5292.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5293.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5294.jpg,m,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5295.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5299.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces\5300.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5301.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5302.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5303.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5305.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5306.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5307.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5308.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5309.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5310.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5311.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces\5312.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5314.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5315.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5316.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5317.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5318.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5321.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5322.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5323.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5325.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5326.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5329.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5332.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5333.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5334.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5336.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5337.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces\5339.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5345.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5346.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5347.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5348.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5350.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5352.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5354.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5355.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5357.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5358.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5360.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5361.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5362.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5363.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5364.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5365.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5366.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5367.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5368.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5369.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5370.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5371.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5373.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5374.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5375.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5376.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5377.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5379.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5380.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5381.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5383.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5384.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5385.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5386.jpg,m,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces\5387.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5388.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5389.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5390.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5391.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5392.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces\5393.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5394.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5396.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces\5397.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5398.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5399.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5400.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5401.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces\5403.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5404.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5405.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5406.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5407.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5408.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5409.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5410.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5411.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5412.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5413.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5414.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5415.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5416.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5417.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5418.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5419.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5420.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5421.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5422.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5423.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5424.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5425.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5426.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5427.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5428.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5429.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5430.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5432.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5433.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5434.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5435.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5437.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5438.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5439.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5440.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5441.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5442.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5443.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5444.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5445.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5447.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5448.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5449.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5450.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5451.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5452.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5454.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5455.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5458.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5459.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5460.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5461.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5462.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5463.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5464.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5466.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5467.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5468.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5470.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5471.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5472.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5473.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5474.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5476.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5477.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5478.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5479.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5481.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5482.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5483.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5485.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5486.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5487.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5489.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5490.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5491.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5492.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5493.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5494.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5495.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5496.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5497.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5498.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5499.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5500.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5501.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5502.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5503.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5504.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5506.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5508.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5509.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5510.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5511.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5513.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5514.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5515.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5516.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5517.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5518.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5519.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5520.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5521.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5523.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5525.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5526.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5527.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5528.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5529.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5530.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5531.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5532.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5534.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5535.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5537.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5538.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5539.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5541.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5542.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5544.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5545.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5547.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5548.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5549.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5550.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5551.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5552.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5553.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5554.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5555.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5556.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5558.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5560.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5561.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5562.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5563.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5565.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5566.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5567.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5568.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5569.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces\5570.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces\5571.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces\5572.jpg,f,"(38, 43)"
