file_path,gender,age
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5223.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5224.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5225.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5227.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5228.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5229.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5230.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5231.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5232.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5233.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5234.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5235.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5236.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5237.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5238.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5239.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5240.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5243.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5244.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5245.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5246.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5247.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5248.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5251.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5252.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5254.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5256.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5257.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5258.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5261.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5262.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5263.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5265.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5266.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5267.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5269.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5270.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5271.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5272.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5273.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5274.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5275.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5277.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5279.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5280.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5281.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5282.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5283.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5284.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5287.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5290.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5291.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5292.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5293.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5294.jpg,m,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5295.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5299.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5300.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5301.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5302.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5303.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5305.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5306.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5307.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5308.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5309.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5310.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5311.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5312.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5314.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5315.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5316.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5317.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5318.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5321.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5322.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5323.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5325.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5326.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5329.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5332.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5333.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5334.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5336.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5337.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5339.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5345.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5346.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5347.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5348.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5350.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5352.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5354.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5355.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5357.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5358.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5360.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5361.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5362.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5363.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5364.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5365.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5366.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5367.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5368.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5369.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5370.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5371.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5373.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5374.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5375.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5376.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5377.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5379.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5380.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5381.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5383.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5384.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5385.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5386.jpg,m,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5387.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5388.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5389.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5390.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5391.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5392.jpg,f,"(25, 32)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5393.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5394.jpg,f,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5396.jpg,f,"(15, 20)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5397.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5398.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5399.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5400.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5401.jpg,f,"(8, 13)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5403.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5404.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5405.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5406.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5407.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5408.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5409.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5410.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5411.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5412.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5413.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5414.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5415.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5416.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5417.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5418.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5419.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5420.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5421.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5422.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5423.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5424.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5425.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5426.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5427.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5428.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5429.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5430.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5432.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5433.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5434.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5435.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5437.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5438.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5439.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5440.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5441.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5442.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5443.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5444.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5445.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5447.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5448.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5449.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5450.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5451.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5452.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5454.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5455.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5458.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5459.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5460.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5461.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5462.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5463.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5464.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5466.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5467.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5468.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5470.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5471.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5472.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5473.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5474.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5476.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5477.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5478.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5479.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5481.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5482.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5483.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5485.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5486.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5487.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5489.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5490.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5491.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5492.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5493.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5494.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5495.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5496.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5497.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5498.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5499.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5500.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5501.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5502.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5503.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5504.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5506.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5508.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5509.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5510.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5511.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5513.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5514.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5515.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5516.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5517.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5518.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5519.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5520.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5521.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5523.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5525.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5526.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5527.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5528.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5529.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5530.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5531.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5532.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5534.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5535.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5537.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5538.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5539.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5541.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5542.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5544.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5545.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5547.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5548.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5549.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5550.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5551.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5552.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5553.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5554.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5555.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5556.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5558.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5560.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5561.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5562.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5563.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5565.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5566.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5567.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5568.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5569.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5570.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5571.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5572.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5573.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5574.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5575.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5576.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5577.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5579.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5580.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5581.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5583.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5584.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5585.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5586.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5587.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5588.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5589.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5590.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5592.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5593.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5594.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5595.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5596.jpg,f,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5597.jpg,f,"(60, 100)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5598.jpg,m,"(4, 6)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5599.jpg,m,"(38, 43)"
Dataset\Adience_Dataset\Crop_Faces_Rev_01\5600.jpg,f,"(38, 43)"
